date,Power_kW,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
2017-01-01 00:00:00,100.8100005,8.53,74.97,2.34,3.27,1029.0,1.36,0.0,0.0
2017-01-01 01:00:00,99.0541345,7.93,76.31,2.69,3.48,1028.17,1.48,0.0,0.0
2017-01-01 02:00:00,98.539567,7.26,80.27,3.3,4.07,1028.0,1.42,0.0,0.0
2017-01-01 03:00:00,101.4357845,6.83,81.33,3.53,4.42,1028.0,1.54,0.0,0.0
2017-01-01 04:00:00,98.4816645,6.5,81.24,4.01,5.26,1028.0,0.89,0.0,0.0
2017-01-01 05:00:00,97.805844,6.01,81.01,4.55,6.08,1028.0,1.38,0.0,0.0
2017-01-01 06:00:00,94.4647605,5.65,80.44,4.0,5.35,1027.0,0.99,0.0,0.0
2017-01-01 07:00:00,94.983261,5.48,80.19,3.18,4.65,1027.0,1.47,0.0,0.0
2017-01-01 08:00:00,104.62217,5.41,80.36,3.46,4.4,1027.0,29.55,0.0,0.0
2017-01-01 09:00:00,101.36215,5.48,80.09,4.51,5.68,1027.0,76.49,0.0,0.0
2017-01-01 10:00:00,104.6009755,6.02,78.79,3.96,5.32,1027.0,192.81,0.0,0.0
2017-01-01 11:00:00,106.95575,6.88,76.29,2.46,3.31,1026.17,237.49,0.0,0.0
2017-01-01 12:00:00,104.9514495,7.56,75.32,2.15,2.85,1025.17,267.5,0.0,0.0
2017-01-01 13:00:00,104.791726,8.73,72.75,1.56,2.22,1023.67,203.55,0.0,0.0
2017-01-01 14:00:00,107.381825,9.81,70.03,1.08,1.72,1023.0,146.23,0.0,0.0
2017-01-01 15:00:00,103.988083,9.74,71.41,1.94,2.41,1022.25,124.28,0.0,0.0
2017-01-01 16:00:00,105.216053,9.53,73.76,1.35,1.76,1022.0,56.92,0.0,0.0
2017-01-01 17:00:00,107.87345,8.97,76.36,2.45,3.0,1022.0,5.23,0.0,0.0
2017-01-01 18:00:00,105.297772,8.86,76.31,2.73,3.33,1021.58,1.51,0.0,0.0
2017-01-01 19:00:00,105.5317855,8.98,75.88,2.22,2.87,1021.0,1.45,0.0,0.0
2017-01-01 20:00:00,110.062383,9.19,76.86,1.78,2.22,1020.0,1.36,0.0,0.0
2017-01-01 21:00:00,104.160698,9.17,78.6,0.41,0.65,1019.33,1.34,0.0,0.0
2017-01-01 22:00:00,100.433525,10.01,77.72,1.63,2.37,1018.92,1.22,0.0,0.0
2017-01-01 23:00:00,97.65639,9.9,80.14,2.01,3.25,1018.0,1.5,0.0,0.0
2017-01-02 00:00:00,92.2155215,9.48,83.18,2.65,3.52,1017.17,1.21,0.0,0.0
2017-01-02 01:00:00,94.69353,10.18,84.04,3.72,4.78,1016.08,1.7,0.0,0.0
2017-01-02 02:00:00,97.90985,9.99,85.42,5.72,6.58,1015.0,1.22,0.0,0.0
2017-01-02 03:00:00,95.432934,9.79,87.09,5.37,6.52,1014.58,1.45,0.0,0.0
2017-01-02 04:00:00,95.6783095,9.89,86.72,5.01,7.19,1014.0,1.62,0.0,0.0
2017-01-02 05:00:00,96.260175,9.99,85.08,5.44,7.67,1013.42,1.55,0.0,0.0
2017-01-02 06:00:00,104.752833,10.42,81.62,7.14,9.04,1013.0,1.74,0.0,0.0
2017-01-02 07:00:00,133.9879145,10.28,82.47,8.2,10.27,1013.0,1.73,0.0,0.0
2017-01-02 08:00:00,283.762017,10.11,80.8,9.32,11.18,1013.0,15.97,0.0,0.0
2017-01-02 09:00:00,240.998945,10.33,79.65,7.67,9.94,1013.25,39.91,0.0,0.0
2017-01-02 10:00:00,263.4928645,10.9,77.82,8.37,10.52,1014.0,52.15,0.0,0.0
2017-01-02 11:00:00,280.4191855,11.78,74.98,7.55,9.77,1013.67,36.01,0.0,0.0
2017-01-02 12:00:00,279.7964605,12.59,73.77,6.62,8.13,1012.92,57.51,0.0,0.0
2017-01-02 13:00:00,276.200169,13.53,70.5,6.23,8.24,1012.83,23.72,0.14,0.14
2017-01-02 14:00:00,281.5724285,13.82,70.35,6.16,8.34,1012.08,15.52,0.54,0.68
2017-01-02 15:00:00,289.8548895,13.14,77.35,6.99,9.16,1012.75,32.48,1.41,2.07
2017-01-02 16:00:00,288.749498,13.12,76.6,6.93,9.46,1012.17,8.94,1.18,3.22
2017-01-02 17:00:00,257.0615355,13.42,77.15,8.67,12.01,1012.42,3.47,0.94,4.13
2017-01-02 18:00:00,248.6444785,13.92,74.99,8.01,10.76,1013.08,2.96,0.17,4.3
2017-01-02 19:00:00,181.6134855,13.48,79.58,7.71,10.46,1014.42,3.3,0.41,4.71
2017-01-02 20:00:00,129.322284,13.44,81.18,6.53,8.95,1015.0,1.86,0.75,5.45
2017-01-02 21:00:00,111.230047,13.65,82.0,6.72,9.41,1015.75,1.7,1.18,6.6
2017-01-02 22:00:00,108.5470855,13.76,83.03,5.19,7.02,1016.0,1.64,0.04,6.64
2017-01-02 23:00:00,104.6818205,14.1,84.24,6.14,9.01,1016.33,1.26,0.48,7.09
2017-01-03 00:00:00,103.7916515,14.42,82.82,6.34,8.93,1017.0,2.13,0.16,1.23
2017-01-03 01:00:00,101.9073075,14.21,84.12,5.17,7.0,1017.0,2.11,0.08,0.1
2017-01-03 02:00:00,91.7479315,13.77,85.14,4.39,5.74,1017.0,1.72,0.22,0.32
2017-01-03 03:00:00,92.043999,13.0,89.12,4.31,5.49,1017.92,2.2,0.16,0.48
2017-01-03 04:00:00,100.4516605,14.23,87.25,4.79,6.5,1018.0,0.97,0.29,0.77
2017-01-03 05:00:00,99.002787,14.78,85.04,5.67,7.44,1018.0,1.32,0.34,1.1
2017-01-03 06:00:00,111.1909355,14.9,84.5,5.32,6.98,1018.58,1.06,0.0,1.1
2017-01-03 07:00:00,140.103948,14.88,84.25,4.52,6.27,1019.42,1.1,0.0,1.1
2017-01-03 08:00:00,294.723725,14.95,84.78,4.51,5.74,1020.5,24.55,0.0,1.1
2017-01-03 09:00:00,263.7017505,15.29,82.75,4.25,5.51,1021.5,85.12,0.0,1.1
2017-01-03 10:00:00,265.3195245,15.5,81.64,2.24,3.23,1022.67,143.6,0.0,1.1
2017-01-03 11:00:00,240.3646395,15.34,80.11,3.32,4.51,1023.0,173.73,0.0,1.1
2017-01-03 12:00:00,239.125089,16.22,73.86,6.24,7.59,1023.0,285.35,0.0,1.1
2017-01-03 13:00:00,237.2938405,16.35,73.17,6.11,7.82,1022.17,263.19,0.0,1.1
2017-01-03 14:00:00,253.0376395,16.35,73.72,6.24,7.88,1022.33,160.12,0.0,1.1
2017-01-03 15:00:00,238.7123425,16.45,69.56,5.75,7.13,1023.0,228.83,0.0,1.1
2017-01-03 16:00:00,241.225748,15.67,71.84,5.56,6.81,1023.17,59.23,0.0,1.1
2017-01-03 17:00:00,227.8664395,15.35,76.02,3.7,4.57,1024.0,12.02,0.0,1.1
2017-01-03 18:00:00,214.3172545,15.21,77.66,3.19,4.09,1024.58,0.83,0.0,1.1
2017-01-03 19:00:00,163.7266385,15.05,81.93,2.02,2.64,1025.0,0.81,0.0,1.1
2017-01-03 20:00:00,138.1940395,14.97,82.77,2.08,2.83,1025.0,1.05,0.0,1.1
2017-01-03 21:00:00,119.6543145,14.94,82.44,1.94,2.73,1025.75,1.0,0.0,1.1
2017-01-03 22:00:00,117.3744855,14.97,82.12,2.48,3.17,1026.0,0.91,0.0,1.1
2017-01-03 23:00:00,105.088449,14.78,83.0,2.14,2.83,1026.5,0.68,0.0,1.1
2017-01-04 00:00:00,115.5294715,14.16,85.08,1.55,2.12,1027.0,0.78,0.0,0.18
2017-01-04 01:00:00,104.092526,13.17,88.34,1.46,1.91,1026.17,0.56,0.0,0.0
2017-01-04 02:00:00,102.9076005,12.84,89.69,1.39,1.74,1026.33,0.57,0.0,0.0
2017-01-04 03:00:00,99.6797,12.21,90.48,2.59,3.1,1027.0,0.59,0.0,0.0
2017-01-04 04:00:00,103.38546,11.74,91.19,2.45,2.98,1027.0,1.32,0.0,0.0
2017-01-04 05:00:00,107.459174,11.65,91.43,1.6,2.1,1026.33,1.25,0.0,0.0
2017-01-04 06:00:00,114.5995355,11.56,91.6,1.43,1.8,1027.0,2.25,0.0,0.0
2017-01-04 07:00:00,147.4422705,11.56,91.74,1.48,1.93,1027.17,3.3,0.0,0.0
2017-01-04 08:00:00,181.33315,11.36,91.94,1.33,1.78,1028.0,10.86,0.0,0.0
2017-01-04 09:00:00,214.0441295,11.47,91.98,1.15,1.59,1028.0,55.83,0.0,0.0
2017-01-04 10:00:00,254.334,11.73,91.85,1.47,1.78,1028.83,151.69,0.0,0.0
2017-01-04 11:00:00,252.5547545,12.12,91.63,1.04,1.55,1028.83,239.34,0.0,0.0
2017-01-04 12:00:00,252.506903,13.05,89.73,1.08,1.47,1027.83,290.05,0.0,0.0
2017-01-04 13:00:00,238.2049855,14.14,83.34,1.69,2.18,1027.0,342.13,0.0,0.0
2017-01-04 14:00:00,253.2006405,14.25,83.29,1.86,2.41,1027.0,205.85,0.0,0.0
2017-01-04 15:00:00,252.5897145,14.09,85.0,1.27,1.95,1027.0,82.69,0.0,0.0
2017-01-04 16:00:00,259.785575,13.9,86.2,1.78,2.37,1027.0,55.22,0.0,0.0
2017-01-04 17:00:00,239.788455,13.78,86.66,1.88,2.35,1027.0,8.05,0.0,0.0
2017-01-04 18:00:00,208.1431,13.63,87.18,1.62,2.05,1027.75,0.63,0.0,0.0
2017-01-04 19:00:00,151.0667485,13.5,87.88,1.6,2.22,1028.0,0.61,0.0,0.0
2017-01-04 20:00:00,135.600663,13.12,89.26,1.74,2.54,1028.0,0.55,0.0,0.0
2017-01-04 21:00:00,115.7029605,12.95,89.91,1.14,1.59,1028.0,0.64,0.0,0.0
2017-01-04 22:00:00,109.540605,12.5,90.38,0.78,1.24,1028.0,0.9,0.0,0.0
2017-01-04 23:00:00,103.842999,12.16,91.07,0.5,0.71,1028.0,1.69,0.0,0.0
2017-01-05 00:00:00,113.875645,11.89,91.55,0.55,0.69,1027.83,1.29,0.0,0.0
2017-01-05 01:00:00,113.996694,11.9,91.78,0.94,1.11,1027.0,1.65,0.0,0.0
2017-01-05 02:00:00,112.3961815,11.43,92.09,0.82,1.09,1027.0,1.76,0.0,0.0
2017-01-05 03:00:00,111.5479645,10.98,92.46,1.59,1.91,1027.0,1.4,0.0,0.0
2017-01-05 04:00:00,102.8306885,10.74,93.09,1.99,2.39,1027.0,1.33,0.0,0.0
2017-01-05 05:00:00,108.672723,10.49,93.98,1.58,1.95,1026.75,1.15,0.07,0.07
2017-01-05 06:00:00,117.6257605,9.94,94.91,1.57,2.14,1026.0,0.76,0.03,0.1
2017-01-05 07:00:00,146.875263,9.35,95.25,2.94,3.69,1026.5,1.34,0.0,0.1
2017-01-05 08:00:00,176.54363,8.94,95.6,2.26,3.14,1027.0,11.32,0.0,0.1
2017-01-05 09:00:00,196.5042605,8.66,95.82,2.41,3.14,1027.0,53.15,0.0,0.1
2017-01-05 10:00:00,223.615959,9.14,95.54,1.19,2.08,1027.0,113.06,0.0,0.1
2017-01-05 11:00:00,239.3411855,9.47,95.38,1.41,1.87,1027.25,196.07,0.0,0.1
2017-01-05 12:00:00,231.6036635,9.71,95.26,1.77,2.33,1027.0,210.87,0.0,0.1
2017-01-05 13:00:00,230.0051175,10.08,95.14,1.9,2.49,1026.42,322.44,0.0,0.1
2017-01-05 14:00:00,231.4789,10.35,95.18,1.98,2.54,1026.0,304.17,0.0,0.1
2017-01-05 15:00:00,248.707188,10.07,95.09,1.82,2.52,1026.0,153.47,0.0,0.1
2017-01-05 16:00:00,242.1417,10.03,94.78,2.27,2.89,1026.0,71.25,0.0,0.1
2017-01-05 17:00:00,244.740102,9.99,94.88,1.94,2.64,1026.0,9.26,0.0,0.1
2017-01-05 18:00:00,209.5919735,9.98,95.02,1.82,2.45,1026.0,0.71,0.0,0.1
2017-01-05 19:00:00,167.010475,9.95,95.12,1.66,2.01,1026.0,1.02,0.0,0.1
2017-01-05 20:00:00,129.060958,9.77,95.37,1.9,2.37,1026.0,0.87,0.0,0.1
2017-01-05 21:00:00,117.928383,9.75,95.46,1.66,2.2,1026.0,1.1,0.0,0.1
2017-01-05 22:00:00,109.6395855,9.36,95.7,2.28,3.17,1026.0,0.85,0.0,0.1
2017-01-05 23:00:00,113.762462,9.14,95.87,2.84,3.5,1026.0,1.01,0.02,0.12
2017-01-06 00:00:00,115.1964775,9.39,95.72,1.64,2.24,1026.0,0.84,0.09,0.05
2017-01-06 01:00:00,104.650575,9.34,95.82,1.71,2.14,1026.0,0.97,0.0,0.0
2017-01-06 02:00:00,113.686424,9.12,96.02,1.92,2.45,1026.0,0.91,0.0,0.0
2017-01-06 03:00:00,108.93099,8.74,96.26,3.35,4.3,1026.0,0.88,0.0,0.0
2017-01-06 04:00:00,110.615625,8.2,96.62,3.2,4.28,1026.0,0.87,0.0,0.0
2017-01-06 05:00:00,111.899094,8.34,96.57,3.32,4.36,1026.0,0.88,0.0,0.0
2017-01-06 06:00:00,113.4379895,8.28,96.65,4.14,5.64,1026.0,0.77,0.0,0.0
2017-01-06 07:00:00,147.2823285,7.92,96.83,3.32,4.63,1026.92,0.66,0.0,0.0
2017-01-06 08:00:00,182.992002,7.6,97.03,4.9,6.18,1027.0,11.14,0.0,0.0
2017-01-06 09:00:00,213.54005,7.13,97.31,4.69,6.12,1027.42,52.56,0.0,0.0
2017-01-06 10:00:00,243.860858,7.12,97.35,4.61,6.18,1028.0,121.07,0.08,0.08
2017-01-06 11:00:00,257.3674355,7.38,97.22,3.24,4.32,1028.0,205.29,0.02,0.1
2017-01-06 12:00:00,253.4138965,7.78,97.02,3.03,4.07,1027.25,269.69,0.0,0.1
2017-01-06 13:00:00,231.5188855,8.38,95.82,3.06,4.03,1026.42,331.48,0.0,0.1
2017-01-06 14:00:00,244.226627,10.29,81.23,2.7,3.56,1026.0,398.93,0.0,0.1
2017-01-06 15:00:00,249.301945,12.32,71.71,2.18,3.17,1026.0,288.96,0.0,0.1
2017-01-06 16:00:00,243.1031,12.7,70.8,2.05,2.77,1026.0,151.5,0.0,0.1
2017-01-06 17:00:00,232.58888,12.28,73.32,2.73,3.19,1026.0,24.69,0.0,0.1
2017-01-06 18:00:00,193.6821145,12.3,71.98,3.34,3.71,1026.67,1.0,0.0,0.1
2017-01-06 19:00:00,155.0657355,12.48,69.29,3.05,3.46,1027.0,0.81,0.0,0.1
2017-01-06 20:00:00,125.821477,12.41,67.25,4.52,5.28,1027.0,0.74,0.0,0.1
2017-01-06 21:00:00,112.8480395,11.44,68.4,4.63,5.53,1027.67,0.98,0.0,0.1
2017-01-06 22:00:00,112.035875,10.43,69.2,4.11,5.05,1028.0,0.93,0.0,0.1
2017-01-06 23:00:00,112.2253145,9.77,71.78,3.94,4.74,1028.0,0.86,0.0,0.1
2017-01-07 00:00:00,103.9157595,9.55,70.6,3.64,4.23,1028.67,0.86,0.0,0.03
2017-01-07 01:00:00,104.0979885,9.34,72.32,3.44,4.09,1028.0,0.78,0.0,0.0
2017-01-07 02:00:00,103.9550895,8.96,75.8,3.6,4.21,1028.0,0.75,0.0,0.0
2017-01-07 03:00:00,101.8609855,8.46,78.11,3.45,4.34,1028.0,0.8,0.0,0.0
2017-01-07 04:00:00,100.713642,7.91,80.48,3.39,4.09,1028.08,0.84,0.0,0.0
2017-01-07 05:00:00,99.3775145,7.47,79.81,4.64,5.58,1028.75,0.81,0.0,0.0
2017-01-07 06:00:00,100.678245,7.31,78.92,3.68,4.61,1029.0,0.75,0.0,0.0
2017-01-07 07:00:00,109.4044795,7.22,78.56,4.07,4.93,1029.08,0.89,0.0,0.0
2017-01-07 08:00:00,109.0461395,7.06,78.02,4.84,5.66,1030.0,26.14,0.0,0.0
2017-01-07 09:00:00,108.840094,7.81,73.96,3.27,4.21,1030.17,150.43,0.0,0.0
2017-01-07 10:00:00,106.0998855,8.82,68.33,2.95,4.09,1031.0,287.28,0.0,0.0
2017-01-07 11:00:00,105.919623,9.56,63.75,3.16,4.36,1030.83,395.19,0.0,0.0
2017-01-07 12:00:00,110.5354355,10.55,61.16,2.46,3.42,1029.83,454.25,0.0,0.0
2017-01-07 13:00:00,109.282338,11.42,60.25,2.35,3.02,1029.0,457.92,0.0,0.0
2017-01-07 14:00:00,109.43354,12.31,58.81,2.88,3.63,1028.08,407.15,0.0,0.0
2017-01-07 15:00:00,105.611975,13.19,57.63,1.75,2.35,1028.33,305.89,0.0,0.0
2017-01-07 16:00:00,106.1501405,13.78,56.62,1.01,1.45,1029.0,169.72,0.0,0.0
2017-01-07 17:00:00,110.8232,12.46,62.41,1.81,2.33,1029.0,19.09,0.0,0.0
2017-01-07 18:00:00,108.545119,12.08,65.92,2.86,3.27,1029.0,0.63,0.0,0.0
2017-01-07 19:00:00,107.726181,11.95,67.28,3.14,3.48,1029.0,0.69,0.0,0.0
2017-01-07 20:00:00,106.5989395,11.95,66.26,2.25,2.45,1029.25,0.64,0.0,0.0
2017-01-07 21:00:00,98.8115995,11.44,69.15,1.67,1.93,1030.0,0.84,0.0,0.0
2017-01-07 22:00:00,97.56025,11.49,64.18,3.01,3.23,1029.92,0.69,0.0,0.0
2017-01-07 23:00:00,98.0044605,10.57,65.72,3.8,4.09,1030.0,0.54,0.0,0.0
2017-01-08 00:00:00,101.313206,9.97,67.27,3.3,3.63,1029.5,0.6,0.0,0.0
2017-01-08 01:00:00,97.3664405,9.45,68.07,4.12,4.61,1029.0,0.7,0.0,0.0
2017-01-08 02:00:00,95.906642,8.99,67.2,3.84,4.47,1029.0,0.56,0.0,0.0
2017-01-08 03:00:00,97.0504895,7.84,76.74,2.56,3.31,1029.0,0.41,0.0,0.0
2017-01-08 04:00:00,95.910138,7.17,79.78,2.89,3.84,1029.0,0.49,0.0,0.0
2017-01-08 05:00:00,97.0316985,6.81,77.85,4.05,4.65,1029.0,0.55,0.0,0.0
2017-01-08 06:00:00,97.5565355,6.63,78.79,3.76,4.3,1029.0,0.59,0.0,0.0
2017-01-08 07:00:00,96.5492505,6.34,80.94,3.82,4.49,1029.5,0.61,0.0,0.0
2017-01-08 08:00:00,97.4472855,6.32,80.37,3.63,4.36,1030.0,22.8,0.0,0.0
2017-01-08 09:00:00,98.5362895,6.88,75.38,3.02,3.82,1030.67,125.87,0.0,0.0
2017-01-08 10:00:00,98.3785325,7.69,72.53,3.83,4.65,1031.0,303.39,0.0,0.0
2017-01-08 11:00:00,101.3440145,8.64,69.42,3.74,4.44,1031.0,400.72,0.0,0.0
2017-01-08 12:00:00,100.174384,10.04,64.17,2.97,3.71,1030.42,425.08,0.0,0.0
2017-01-08 13:00:00,98.051875,11.02,60.09,3.42,4.15,1029.33,467.66,0.0,0.0
2017-01-08 14:00:00,98.923253,12.15,55.82,2.43,3.25,1028.75,408.72,0.0,0.0
2017-01-08 15:00:00,96.697175,12.34,54.6,2.6,3.42,1028.42,312.43,0.0,0.0
2017-01-08 16:00:00,97.5246345,12.62,54.38,2.01,2.77,1029.0,168.71,0.0,0.0
2017-01-08 17:00:00,98.1067185,12.03,55.47,1.05,1.55,1029.0,37.38,0.0,0.0
2017-01-08 18:00:00,97.1925145,11.5,54.98,2.65,2.98,1028.33,0.39,0.0,0.0
2017-01-08 19:00:00,99.500967,11.2,58.24,2.59,2.98,1028.67,0.37,0.0,0.0
2017-01-08 20:00:00,98.1993625,10.44,61.55,3.34,4.0,1029.0,0.34,0.0,0.0
2017-01-08 21:00:00,98.6309,10.04,59.75,2.93,3.46,1029.0,0.25,0.0,0.0
2017-01-08 22:00:00,99.687566,9.86,50.73,3.07,3.56,1029.0,0.24,0.0,0.0
2017-01-08 23:00:00,98.309705,9.5,47.65,2.73,3.21,1029.0,0.22,0.0,0.0
2017-01-09 00:00:00,98.0191,8.96,49.31,2.86,3.19,1028.92,0.23,0.0,0.0
2017-01-09 01:00:00,98.1477965,8.96,51.14,2.01,2.29,1028.0,0.23,0.0,0.0
2017-01-09 02:00:00,99.873728,8.81,53.27,1.47,1.68,1028.0,0.2,0.0,0.0
2017-01-09 03:00:00,98.0971045,9.01,50.42,2.16,2.43,1028.0,0.25,0.0,0.0
2017-01-09 04:00:00,97.549325,7.82,71.2,0.78,0.96,1028.0,0.27,0.0,0.0
2017-01-09 05:00:00,98.4440825,8.0,57.55,2.19,2.64,1028.0,0.27,0.0,0.0
2017-01-09 06:00:00,106.5731565,8.14,55.18,2.99,3.46,1027.92,0.26,0.0,0.0
2017-01-09 07:00:00,135.153175,6.8,66.23,1.44,1.89,1028.0,0.32,0.0,0.0
2017-01-09 08:00:00,168.5030485,6.13,75.36,1.53,1.78,1028.58,20.24,0.0,0.0
2017-01-09 09:00:00,206.0527105,7.73,64.36,0.93,1.19,1029.17,143.5,0.0,0.0
2017-01-09 10:00:00,242.481686,7.54,68.95,1.7,2.22,1030.0,281.82,0.0,0.0
2017-01-09 11:00:00,252.7116375,8.82,61.36,1.18,1.66,1029.58,394.23,0.0,0.0
2017-01-09 12:00:00,266.3552145,10.59,53.86,1.2,1.7,1028.92,460.01,0.0,0.0
2017-01-09 13:00:00,250.231881,12.48,42.67,2.17,2.89,1028.0,472.14,0.0,0.0
2017-01-09 14:00:00,253.1359645,14.75,36.35,1.78,2.33,1027.25,426.53,0.0,0.0
2017-01-09 15:00:00,254.5522815,15.9,36.08,0.44,0.59,1027.0,323.99,0.0,0.0
2017-01-09 16:00:00,247.8299105,16.36,37.1,1.37,1.89,1027.0,186.94,0.0,0.0
2017-01-09 17:00:00,245.0964755,15.39,42.76,3.78,4.76,1027.0,48.92,0.0,0.0
2017-01-09 18:00:00,207.3593405,14.0,43.76,5.21,6.12,1027.0,0.71,0.0,0.0
2017-01-09 19:00:00,191.16565,13.21,42.98,7.35,8.68,1027.0,0.16,0.0,0.0
2017-01-09 20:00:00,156.538644,13.27,37.71,6.32,7.38,1027.42,0.14,0.0,0.0
2017-01-09 21:00:00,114.9154865,12.17,47.19,4.97,6.02,1027.0,0.15,0.0,0.0
2017-01-09 22:00:00,111.61417,11.42,53.08,1.81,2.35,1027.5,0.12,0.0,0.0
2017-01-09 23:00:00,107.501126,11.75,53.22,5.92,6.79,1027.0,0.13,0.0,0.0
2017-01-10 00:00:00,107.86908,12.04,47.82,6.49,7.67,1027.25,0.17,0.0,0.0
2017-01-10 01:00:00,105.235281,11.73,62.31,6.28,7.44,1027.5,0.24,0.0,0.0
2017-01-10 02:00:00,104.3081855,11.54,72.11,6.14,7.15,1027.0,0.33,0.0,0.0
2017-01-10 03:00:00,99.992592,11.4,74.28,5.35,6.5,1026.5,0.37,0.0,0.0
2017-01-10 04:00:00,104.5218785,11.34,75.4,3.61,4.65,1026.42,0.45,0.0,0.0
2017-01-10 05:00:00,100.6920105,11.38,74.09,3.77,5.01,1026.0,0.47,0.0,0.0
2017-01-10 06:00:00,109.1348505,11.18,74.37,3.46,5.03,1026.0,0.35,0.0,0.0
2017-01-10 07:00:00,144.71255,11.76,72.05,4.94,6.75,1026.0,0.39,0.0,0.0
2017-01-10 08:00:00,163.6877455,12.01,71.07,8.66,10.57,1026.17,18.01,0.0,0.0
2017-01-10 09:00:00,216.1465365,12.1,71.24,6.58,8.01,1027.0,102.33,0.0,0.0
2017-01-10 10:00:00,258.8278895,12.51,69.52,5.09,6.6,1027.0,118.53,0.0,0.0
2017-01-10 11:00:00,256.7879735,13.31,66.39,5.04,6.46,1026.83,339.51,0.0,0.0
2017-01-10 12:00:00,254.3486395,14.03,65.43,6.04,7.21,1025.83,430.07,0.0,0.0
2017-01-10 13:00:00,229.0660045,14.48,62.0,8.4,10.19,1024.5,469.18,0.0,0.0
2017-01-10 14:00:00,252.9318855,14.24,63.2,8.08,9.69,1024.0,374.26,0.0,0.0
2017-01-10 15:00:00,243.8886075,14.11,61.08,8.28,10.75,1023.08,278.99,0.0,0.0
2017-01-10 16:00:00,255.1509715,13.43,65.63,7.41,9.9,1023.92,61.41,0.0,0.0
2017-01-10 17:00:00,237.8553855,13.0,67.72,7.14,9.21,1024.0,16.01,0.0,0.0
2017-01-10 18:00:00,214.6690395,12.79,68.8,8.48,10.48,1024.0,1.19,0.0,0.0
2017-01-10 19:00:00,163.5509645,12.54,69.43,9.67,12.39,1024.0,0.42,0.0,0.0
2017-01-10 20:00:00,143.6853815,12.54,69.24,9.59,12.83,1024.0,0.46,0.0,0.0
2017-01-10 21:00:00,116.235008,12.49,68.1,8.39,10.9,1023.92,0.36,0.0,0.0
2017-01-10 22:00:00,111.5261145,12.37,69.17,6.62,8.91,1024.0,0.4,0.0,0.0
2017-01-10 23:00:00,107.926327,12.39,69.09,7.05,9.39,1024.08,0.32,0.0,0.0
2017-01-11 00:00:00,110.790425,12.33,69.52,7.57,10.0,1024.0,0.41,0.0,0.0
2017-01-11 01:00:00,108.5789865,12.18,71.19,7.94,10.25,1023.58,0.45,0.0,0.0
2017-01-11 02:00:00,104.681602,12.25,70.74,10.14,12.56,1023.0,0.41,0.0,0.0
2017-01-11 03:00:00,106.671263,12.3,69.22,6.41,8.78,1023.0,0.47,0.0,0.0
2017-01-11 04:00:00,108.649125,12.24,68.71,4.23,5.53,1023.25,0.4,0.0,0.0
2017-01-11 05:00:00,103.492525,12.13,67.84,6.68,8.18,1023.33,0.45,0.0,0.0
2017-01-11 06:00:00,111.49618,11.99,69.56,7.34,9.26,1024.0,0.46,0.0,0.0
2017-01-11 07:00:00,141.0708105,11.79,71.59,8.35,10.02,1024.0,0.43,0.0,0.0
2017-01-11 08:00:00,159.2268495,11.98,72.28,7.68,9.66,1024.92,23.71,0.0,0.0
2017-01-11 09:00:00,207.913675,12.5,69.95,5.98,7.32,1025.83,138.68,0.0,0.0
2017-01-11 10:00:00,230.7104355,13.43,63.47,4.92,5.93,1026.0,268.09,0.0,0.0
2017-01-11 11:00:00,252.8628395,13.67,64.49,3.09,3.77,1026.0,352.92,0.0,0.0
2017-01-11 12:00:00,249.752055,15.04,59.83,1.87,2.62,1026.0,456.32,0.0,0.0
2017-01-11 13:00:00,231.743722,16.81,54.44,1.3,1.84,1025.75,468.2,0.0,0.0
2017-01-11 14:00:00,254.5487855,17.33,52.78,1.14,1.7,1025.17,426.18,0.0,0.0
2017-01-11 15:00:00,242.369814,17.67,51.29,1.43,2.16,1025.0,343.54,0.0,0.0
2017-01-11 16:00:00,244.39225,18.2,50.04,1.13,1.74,1025.25,208.86,0.0,0.0
2017-01-11 17:00:00,226.972556,16.19,54.5,1.53,1.84,1026.0,50.58,0.0,0.0
2017-01-11 18:00:00,202.8700395,15.75,57.42,0.95,1.15,1026.0,1.84,0.0,0.0
2017-01-11 19:00:00,168.2998435,15.38,60.82,3.07,3.46,1026.0,0.36,0.0,0.0
2017-01-11 20:00:00,146.6298875,14.52,67.5,2.44,2.81,1026.75,0.75,0.0,0.0
2017-01-11 21:00:00,116.1508855,14.33,67.95,3.46,3.9,1027.0,0.47,0.0,0.0
2017-01-11 22:00:00,108.680152,13.17,73.42,3.11,3.61,1027.0,0.57,0.0,0.0
2017-01-11 23:00:00,106.7658735,13.0,73.71,0.83,0.99,1027.0,0.58,0.0,0.0
2017-01-12 00:00:00,112.8589645,12.6,75.95,0.14,0.17,1027.0,0.66,0.0,0.0
2017-01-12 01:00:00,103.891069,12.0,77.88,2.13,2.45,1027.5,0.68,0.0,0.0
2017-01-12 02:00:00,103.025372,10.92,80.89,3.11,3.59,1028.0,0.69,0.0,0.0
2017-01-12 03:00:00,105.078398,10.76,82.42,1.76,2.08,1027.0,0.57,0.0,0.0
2017-01-12 04:00:00,98.969575,10.27,85.3,0.74,0.86,1027.0,0.66,0.0,0.0
2017-01-12 05:00:00,100.242556,8.99,91.85,1.09,1.45,1027.0,1.29,0.0,0.0
